movie_id,tmdb_id,imdb_id,title,genres,overview,keyword_names,top_cast,director,release_year,vote_average,vote_count,has_content_features,metadata_soup
3545,10784.0,68327,Cabaret (1972),Drama|Musical,,[],[],,1972.0,,,False,Drama Musical
3546,10242.0,56687,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,,[],[],,1962.0,,,False,Drama Horror Thriller
3548,16347.0,51383,Auntie Mame (1958),Comedy|Drama,,[],[],,1958.0,,,False,Comedy Drama
3549,4825.0,48140,Guys and Dolls (1955),Comedy|Musical|Romance,,[],[],,1955.0,,,False,Comedy Musical Romance
3550,11654.0,85701,The Hunger (1983),Horror,,[],[],,1983.0,,,False,Horror
3551,10518.0,74860,Marathon Man (1976),Crime|Drama|Thriller,,[],[],,1976.0,,,False,Crime Drama Thriller
3552,11977.0,80487,Caddyshack (1980),Comedy,"At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors.","['golf', 'underwear', 'sport', 'golf course', 'gopher']","['Chevy Chase', 'Rodney Dangerfield', 'Ted Knight']",Harold Ramis,1980.0,6.6,365.0,True,Comedy golf underwear sport golfcourse gopher ChevyChase RodneyDangerfield TedKnight HaroldRamis
3553,18041.0,176783,Gossip (2000),Drama|Thriller,"On a beautiful college campus, something ugly is about to be spread around. A bit of gossip that was told is starting to take a frightening turn. Who could it have offended and how far will the person on the other side of the gossip handle the embarrassing situation.","['college', 'suspense', 'gossip', 'rumor', 'social experiment']","['Joshua Jackson', 'James Marsden', 'Kate Hudson']",Davis Guggenheim,2000.0,5.5,68.0,True,Drama Thriller college suspense gossip rumor socialexperiment JoshuaJackson JamesMarsden KateHudson DavisGuggenheim
3554,14736.0,199725,Love and Basketball (2000),Drama|Romance,"A young African-American couple navigates the tricky paths of romance and athletics in this drama. Quincy McCall (Omar Epps) and Monica Wright (Sanaa Lathan) grew up in the same neighborhood and have known each other since childhood. As they grow into adulthood, they fall in love, but they also share another all-consuming passion: basketball. They've followed the game all their lives and have no small amount of talent on the court. As Quincy and Monica struggle to make their relationship work, they follow separate career paths though high school and college basketball and, they hope, into stardom in big-league professional ball.","['lovers', 'affection', 'sport', 'basketball', 'high school sports', 'relationship', 'woman director']","['Chris Warren, Jr.', 'Kyla Pratt', 'Sanaa Lathan']",Gina Prince-Bythewood,2000.0,7.4,88.0,True,"Drama Romance lovers affection sport basketball highschoolsports relationship womandirector ChrisWarren,Jr. KylaPratt SanaaLathan GinaPrince-Bythewood"
3555,3536.0,141926,U-571 (2000),Action|Thriller|War,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.","['submarine', 'world war ii', 'north atlantic', 'mission']","['Matthew McConaughey', 'Bill Paxton', 'Harvey Keitel']",Jonathan Mostow,2000.0,6.1,340.0,True,Action Thriller War submarine worldwarii northatlantic mission MatthewMcConaughey BillPaxton HarveyKeitel JonathanMostow
3556,1443.0,159097,"Virgin Suicides, The (1999)",Drama|Romance,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.","['michigan', '1970s', 'youth', 'family', 'woman director']","['James Woods', 'Kathleen Turner', 'Kirsten Dunst']",Sofia Coppola,1999.0,7.1,817.0,True,Drama Romance michigan 1970s youth family womandirector JamesWoods KathleenTurner KirstenDunst SofiaCoppola
3557,10424.0,104549,Jennifer 8 (1992),Mystery|Thriller,,[],[],,1992.0,,,False,Mystery Thriller
3559,28971.0,44837,Limelight (1952),Comedy|Drama|Romance,,[],[],,1952.0,,,False,Comedy Drama Romance
3563,9456.0,132910,"Crow: Salvation, The (2000)",Action|Horror,,[],[],,2000.0,,,False,Action Horror
3564,889.0,158622,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?","['waitress', 'marriage proposal', 'flirt', 'stone age', 'best friend', 'dinosaur']","['Mark Addy', 'Stephen Baldwin', 'Kristen Johnston']",Brian Levant,2000.0,4.4,134.0,True,Children Comedy waitress marriageproposal flirt stoneage bestfriend dinosaur MarkAddy StephenBaldwin KristenJohnston BrianLevant
3565,10564.0,198021,Where the Heart Is (2000),Comedy|Drama,"Novalee Nation is a 17-year-old Tennessee transient who has to grow up in a hurry when she's left pregnant and abandoned by her boyfriend on a roadside in Sequoyah, Okla., and takes refuge in the friendly aisles of Wal-Mart. In short order, some eccentric, kindly strangers ""adopt"" Novalee and her infant daughter, helping them buck the odds and build a new life.","['california', 'baby', 'supermarket', 'oklahoma', 'pregnancy and birth', 'pregnant minor', 'change', 'tennessee', 'unwillingly pregnant', 'teenage pregnancy', 'starting over']","['Natalie Portman', 'Ashley Judd', 'Stockard Channing']",Matt Williams,2000.0,6.9,155.0,True,Comedy Drama california baby supermarket oklahoma pregnancyandbirth pregnantminor change tennessee unwillinglypregnant teenagepregnancy startingover NataliePortman AshleyJudd StockardChanning MattWilliams
3566,15723.0,189584,"Big Kahuna, The (2000)",Comedy|Drama,,[],[],,2000.0,,,False,Comedy Drama
3567,19600.0,180837,Bossa Nova (2000),Comedy|Drama|Romance,,[],[],,2000.0,,,False,Comedy Drama Romance
3568,125537.0,162348,Smiling Fish and Goat on Fire (1999),Comedy|Romance,"Two brothers share a house in LA's Fairfax district: Tony's a feckless actor, Chris is an accountant. Both are in relationships on rocky ground. As these emotions swirl, Tony meets his US Postal Service letter carrier, a single mom named Kathy who's come to LA from Wyoming with her daughter, a budding actress. Chris meets Anna, an Italian beauty working in the States for a few months wrangling animals on movie sets. Chris also befriends Clive, an aging and crusty man whose longing for his recently-deceased wife is a portrait of true love. Can Clive's example help Chris sort out his love life, and can Tony grow up enough to see the possibilities with Kathy and her daughter?",[],"['Derick Martini', 'Amy Hathaway', 'Steven Martini']",Kevin Jordan,1999.0,7.0,1.0,True,Comedy Romance  DerickMartini AmyHathaway StevenMartini KevinJordan
3569,452.0,154421,"Idiots, The (Idioterne) (1998)",Comedy|Drama,,[],[],,1998.0,,,False,Comedy Drama
3571,36234.0,220100,Time Code (2000),Comedy|Drama,,[],[],,2000.0,,,False,Comedy Drama
3572,39283.0,106521,Carnosaur (1993),Horror|Sci-Fi,,[],[],,1993.0,,,False,Horror SciFi
3573,65460.0,112634,Carnosaur 2 (1995),Horror|Sci-Fi,,[],[],,1995.0,,,False,Horror SciFi
3574,55667.0,115834,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,,[],[],,1996.0,,,False,Horror SciFi
3576,12476.0,93185,"Hidden, The (1987)",Action|Horror|Sci-Fi,,[],[],,1987.0,,,False,Action Horror SciFi
3577,5241.0,96324,Two Moon Junction (1988),Drama|Romance,,[],[],,1988.0,,,False,Drama Romance
3578,98.0,172495,Gladiator (2000),Action|Adventure|Drama,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.","['rome', 'gladiator', 'arena', 'senate', 'roman empire', 'emperor', 'slavery', 'battlefield', 'blood', 'ancient world', 'father daughter relationship', 'combat', 'mother son relationship', 'dream sequence', 'chariot', 'philosopher', 'barbarian horde', '2nd century', 'successor']","['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen']",Ridley Scott,2000.0,7.9,5439.0,True,Action Adventure Drama rome gladiator arena senate romanempire emperor slavery battlefield blood ancientworld fatherdaughterrelationship combat mothersonrelationship dreamsequence chariot philosopher barbarianhorde 2ndcentury successor RussellCrowe JoaquinPhoenix ConnieNielsen RidleyScott
3580,47724.0,153464,Up at the Villa (2000),Drama,,[],[],,2000.0,,,False,Drama
3581,11129.0,188674,Human Traffic (1999),Comedy,"All that exists now is clubs, drugs, pubs and parties. I've got 48 hours off from the world, man I'm gonna blow steam out of my head like a screaming kettle. I'm gonna talk cods hit to strangers all night. I'm gonna lose the plot on the dance floor, the free radicals inside me are freaking man!  Tonight I'm Jip Travolta, I'm Peter Popper, I'm going to Never Never Land with my chosen family, man. We're going to get more spaced out than Neil Armstrong ever did.  Anything could happen tonight, you know? This could be the best night of my life! I've got 73 quid in my back burner. I'm gonna wax the lot, man.  The milky bars are on me! Yeah!","['sex', 'salesclerk', 'fast food restaurant', 'boredom', 'relationship problems', 'party', 'relationship', 'drug', 'alcohol abuse', 'fashion', 'group of friends']","['John Simm', 'Danny Dyer', 'Lorraine Pilkington']",Justin Kerrigan,1999.0,6.8,97.0,True,Comedy sex salesclerk fastfoodrestaurant boredom relationshipproblems party relationship drug alcoholabuse fashion groupoffriends JohnSimm DannyDyer LorrainePilkington JustinKerrigan
3584,1058.0,85276,Breathless (1983),Action|Drama|Romance|Thriller,,[],[],,1983.0,,,False,Action Drama Romance Thriller
3586,42159.0,80913,The Idolmaker (1980),Drama|Romance,,[],[],,1980.0,,,False,Drama Romance
3587,16395.0,80923,Inferno (1980),Horror,,[],[],,1980.0,,,False,Horror
3590,38925.0,71772,"Lords of Flatbush, The (1974)",Comedy|Drama,,[],[],,1974.0,,,False,Comedy Drama
3591,13105.0,85970,Mr. Mom (1983),Comedy|Drama,,[],[],,1983.0,,,False,Comedy Drama
3592,22501.0,84315,"Time Masters (Maîtres du temps, Les) (1982)",Animation|Sci-Fi,,[],[],,1982.0,,,False,Animation SciFi
3593,5491.0,185183,Battlefield Earth (2000),Action|Sci-Fi,"In the year 3000, man is no match for the Psychlos, a greedy, manipulative race of aliens on a quest for ultimate profit. Led by the powerful Terl, the Psychlos are stripping Earth clean of its natural resources, using the broken remnants of humanity as slaves. What is left of the human race has descended into a near primitive state. After being captured, it is up to Tyler to save mankind.","['based on novel', 'post-apocalyptic', 'dystopia', 'mining', 'fighter jet', 'alien invasion', 'scientology', 'cavemen', 'bureaucrat', 'city ruin']","['John Travolta', 'Barry Pepper', 'Forest Whitaker']",Roger Christian,2000.0,3.0,255.0,True,Action SciFi basedonnovel post-apocalyptic dystopia mining fighterjet alieninvasion scientology cavemen bureaucrat cityruin JohnTravolta BarryPepper ForestWhitaker RogerChristian
3594,10560.0,210616,Center Stage (2000),Drama|Musical,A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.,"['new york', 'competition', 'dancer', 'dance', 'ball', 'career', 'ballet dancer', 'music', 'entrance examination', 'ballet', 'dance teacher']","['Amanda Schull', 'Zoe Saldana', 'Susan May Pratt']",Nicholas Hytner,2000.0,6.8,90.0,True,Drama Musical newyork competition dancer dance ball career balletdancer music entranceexamination ballet danceteacher AmandaSchull ZoeSaldana SusanMayPratt NicholasHytner
3596,19419.0,156323,Screwed (2000),Comedy,"A chauffeur kidnaps his rich boss's dog to hold it for ransom, but when she accidentally gets the dog back, she thinks that it's the chauffeur who's been kidnapped.",[],"['Norm Macdonald', 'Dave Chappelle', 'Danny DeVito']",Scott Alexander,2000.0,4.9,23.0,True,Comedy  NormMacdonald DaveChappelle DannyDeVito ScottAlexander
3597,23531.0,174336,Whipped (2000),Comedy,"Three to one may sound like fairly good odds, but it depends on the game. When the ""one"" is one very irresistible woman and the ""three"" are three hopelessly smitten guys, the deck is pretty stacked. In the battle of the sexes, the first rule is to never underestimate the power of a woman.","['independent film', 'diner', 'dating', 'masturbation']","['Amanda Peet', 'Brian Van Holt', 'Jonathan Abrahams']",Peter M. Cohen,2000.0,3.1,11.0,True,Comedy independentfilm diner dating masturbation AmandaPeet BrianVanHolt JonathanAbrahams PeterM.Cohen
3598,10688.0,171359,Hamlet (2000),Crime|Drama|Romance|Thriller,,[],[],,2000.0,,,False,Crime Drama Romance Thriller
3599,17889.0,37514,Anchors Aweigh (1945),Comedy|Musical,,[],[],,1945.0,,,False,Comedy Musical
3604,39391.0,56048,Gypsy (1962),Musical,,[],[],,1962.0,,,False,Musical
3606,31516.0,41716,On the Town (1949),Comedy|Musical|Romance,,[],[],,1949.0,,,False,Comedy Musical Romance
3608,5683.0,89791,Pee-wee's Big Adventure (1985),Adventure|Comedy,,[],[],,1985.0,,,False,Adventure Comedy
3609,113279.0,181786,Regret to Inform (1998),Documentary,,[],[],,1998.0,,,False,Documentary
3614,12518.0,104438,Honeymoon in Vegas (1992),Comedy|Romance,,[],[],,1992.0,,,False,Comedy Romance
3615,10567.0,130623,Dinosaur (2000),Adventure|Animation|Children,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,"['cataclysm', 'asteroid', 'leader', 'comet', 'animation', 'prehistoric', 'prehistoric egg', 'dinosaur', 'nesting grounds', 'prehistoric creature', 'prehistoric adventure', 'lemur', 'prehistoric times']","['D. B. Sweeney', 'Alfre Woodard', 'Ossie Davis']",Ralph Zondag,2000.0,6.2,542.0,True,Adventure Animation Children cataclysm asteroid leader comet animation prehistoric prehistoricegg dinosaur nestinggrounds prehistoriccreature prehistoricadventure lemur prehistorictimes D.B.Sweeney AlfreWoodard OssieDavis RalphZondag
3616,10642.0,217630,Loser (2000),Comedy|Romance,"On a university scholarship, a good natured student from the midwest gets a crash course in city life while dealing with three evil roommates. He befriends a virtually homeless college student whom he falls for, but she's dating a nasty professor.","['college', 'lost and found', 'older brother younger sister', 'woman director', 'young adult', 'college student']","['Jason Biggs', 'Mena Suvari', 'Zak Orth']",Amy Heckerling,2000.0,5.0,120.0,True,Comedy Romance college lostandfound olderbrotheryoungersister womandirector youngadult collegestudent JasonBiggs MenaSuvari ZakOrth AmyHeckerling
3617,9285.0,215129,Road Trip (2000),Comedy,Four friends take off on an 1800 mile road trip to retrieve an illicit tape mistakenly mailed to a girl friend.,"['female nudity', 'sex', 'sexism', 'sperm bank', 'erection', 'blonde', 'road trip', 'sorority', 'politically incorrect', 'pot smoking', 'teen movie', 'teen sex comedy', 'cross country', 'political', 'stoner', 'sperm donor', 'school bus', 'losing money', 'male virgin', 'horniness', 'dorm room', 'sex tape', 'young adult']","['Breckin Meyer', 'Seann William Scott', 'Amy Smart']",Todd Phillips,2000.0,5.9,542.0,True,Comedy femalenudity sex sexism spermbank erection blonde roadtrip sorority politicallyincorrect potsmoking teenmovie teensexcomedy crosscountry political stoner spermdonor schoolbus losingmoney malevirgin horniness dormroom sextape youngadult BreckinMeyer SeannWilliamScott AmySmart ToddPhillips
3618,10569.0,196216,Small Time Crooks (2000),Comedy|Crime,A loser of a crook and his wife strike it rich when a botched bank job's cover business becomes a spectacular success.,"['bank', 'restaurant', 'role of women', 'bank robber', 'wife', 'pizzeria', 'pizza', 'keks', 'independent film', 'bank robbery', 'hoodlum']","['Woody Allen', 'Carolyn Saxon', 'Tracey Ullman']",Woody Allen,2000.0,6.4,155.0,True,Comedy Crime bank restaurant roleofwomen bankrobber wife pizzeria pizza keks independentfilm bankrobbery hoodlum WoodyAllen CarolynSaxon TraceyUllman WoodyAllen
3619,21879.0,80881,"Hollywood Knights, The (1980)",Comedy,,[],[],,1980.0,,,False,Comedy
3622,24918.0,66495,"Twelve Chairs, The (1970)",Comedy,,[],[],,1970.0,,,False,Comedy
3623,955.0,120755,Mission: Impossible II (2000),Action|Adventure|Thriller,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.","['terror', 'spain', 'cia', 'helicopter', 'secret identity', 'skyscraper', 'undercover', 'island', 'ex-lover', 'secret mission', 'dying and death', 'secret agent', 'computer', 'duel', 'lethal virus', 'violence', 'rescue team', 'agent', 'car', 'research laboratory']","['Tom Cruise', 'Dougray Scott', 'Thandie Newton']",John Woo,2000.0,5.9,1928.0,True,Action Adventure Thriller terror spain cia helicopter secretidentity skyscraper undercover island ex-lover secretmission dyinganddeath secretagent computer duel lethalvirus violence rescueteam agent car researchlaboratory TomCruise DougrayScott ThandieNewton JohnWoo
3624,8584.0,184894,Shanghai Noon (2000),Action|Adventure|Comedy|Western,"Chon Wang, a clumsy imperial guard trails Princess Pei Pei when she is kidnapped from the Forbidden City and transported to America. Wang follows her captors to Nevada, where he teams up with an unlikely partner, outcast outlaw Roy O'Bannon, and tries to spring the princess from her imprisonment.","['princess', 'sioux', 'travel', 'rescue', 'native american', 'chinese', 'cowboy', 'duringcreditsstinger', '19th century']","['Jackie Chan', 'Owen Wilson', 'Lucy Liu']",Tom Dey,2000.0,6.2,735.0,True,Action Adventure Comedy Western princess sioux travel rescue nativeamerican chinese cowboy duringcreditsstinger 19thcentury JackieChan OwenWilson LucyLiu TomDey
3625,47295.0,207998,Better Living Through Circuitry (1999),Documentary,,[],[],,1999.0,,,False,Documentary
3626,11332.0,154443,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy,,[],[],,1999.0,,,False,Comedy
3627,16093.0,55830,Carnival of Souls (1962),Horror|Thriller,,[],[],,1962.0,,,False,Horror Thriller
3628,29372.0,34742,Flying Tigers (1942),Action|Drama|Romance|War,,[],[],,1942.0,,,False,Action Drama Romance War
3629,962.0,15864,"Gold Rush, The (1925)",Adventure|Comedy|Romance,,[],[],,1925.0,,,False,Adventure Comedy Romance
3632,30588.0,39631,Monsieur Verdoux (1947),Comedy|Crime,,[],[],,1947.0,,,False,Comedy Crime
3633,668.0,64757,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,"James Bond tracks archnemesis Ernst Blofeld to a mountaintop retreat where he's training an army of beautiful but lethal women. Along the way, Bond falls for Italian contessa Tracy Draco -- and marries her in order to get closer to Blofeld. Meanwhile, he locates Blofeld in the Alps and embarks on a classic ski chase.","['london england', 'suicide', 'england', 'switzerland', 'secret identity', 'new identity', 'honeymoon', 'secret mission', 'secret organization', 'secret lab', 'villain', 'kilt', 'family history', 'title of nobility', 'snow storm', 'daughter', 'espionage', 'killer', 'british secret service', 'skiing', 'alps', 'aftercreditsstinger']","['George Lazenby', 'Diana Rigg', 'Telly Savalas']",Peter R. Hunt,1969.0,6.5,456.0,True,Action Adventure Romance Thriller londonengland suicide england switzerland secretidentity newidentity honeymoon secretmission secretorganization secretlab villain kilt familyhistory titleofnobility snowstorm daughter espionage killer britishsecretservice skiing alps aftercreditsstinger GeorgeLazenby DianaRigg TellySavalas PeterR.Hunt
3634,23518.0,58576,Seven Days in May (1964),Thriller,,[],[],,1964.0,,,False,Thriller
3635,691.0,76752,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,Russian and British submarines with nuclear missiles on board both vanish from sight without a trace. England and Russia both blame each other as James Bond tries to solve the riddle of the disappearing ships. But the KGB also has an agent on the case.,"['london england', 'submarine', 'england', 'assassination', 'spy', 'cairo', 'terrorist', 'egypt', 'mass murder', 'pyramid', 'russia', 'planned murder', 'secret intelligence service', 'kgb', 'villain', 'nuclear missile', 'tanker', 'sphinx', 'sardinien', 'warhead', 'jet ski', 'utopia', 'murder', 'shark', 'killer', 'british secret service', 'skiing']","['Roger Moore', 'Barbara Bach', 'Curd Jürgens']",Lewis Gilbert,1977.0,6.6,507.0,True,Action Adventure Thriller londonengland submarine england assassination spy cairo terrorist egypt massmurder pyramid russia plannedmurder secretintelligenceservice kgb villain nuclearmissile tanker sphinx sardinien warhead jetski utopia murder shark killer britishsecretservice skiing RogerMoore BarbaraBach CurdJürgens LewisGilbert
3637,44018.0,89960,Vagabond (Sans toit ni loi) (1985),Drama,,[],[],,1985.0,,,False,Drama
3638,698.0,79574,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,During the transportation of a Space Shuttle a Boeing 747 crashes in the Atlantic Ocean yet when they go to look for the destroyed shuttle it is not there. James Bond investigates the missing mission space shuttle and soon learns that the shuttles owner Hugo Drax wants to kill all of mankind.,"['venice', 'mass murder', 'space marine', 'space suit', 'marcus square', 'space battle', 'secret base', 'utopia', 'space travel', 'boat chase', 'astronaut', 'lasers', 'british secret service', 'weightlessness']","['Roger Moore', 'Lois Chiles', 'Michael Lonsdale']",Lewis Gilbert,1979.0,5.9,541.0,True,Action Adventure SciFi Thriller venice massmurder spacemarine spacesuit marcussquare spacebattle secretbase utopia spacetravel boatchase astronaut lasers britishsecretservice weightlessness RogerMoore LoisChiles MichaelLonsdale LewisGilbert
3639,682.0,71807,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,A golden bullet has 007 engraved on it as it smashes into the secret service headquarters. The bullet came from the professional killer Scaramanga who has yet to miss a target and James Bond begins a mission to try and stop him.,"['london england', 'england', 'martial arts', 'assassin', 'exotic island', 'gold', 'hitman', 'secret mission', 'villain', 'bangkok', 'thailand', 'floatplane', 'karate', 'hong kong', 'duel', 'pistol', 'secret service', 'aftercreditsstinger']","['Roger Moore', 'Christopher Lee', 'Britt Ekland']",Guy Hamilton,1974.0,6.3,524.0,True,Action Adventure Thriller londonengland england martialarts assassin exoticisland gold hitman secretmission villain bangkok thailand floatplane karate hongkong duel pistol secretservice aftercreditsstinger RogerMoore ChristopherLee BrittEkland GuyHamilton
3640,28973.0,50598,"King in New York, A (1957)",Comedy|Drama,,[],[],,1957.0,,,False,Comedy Drama
3641,28974.0,14624,"Woman of Paris, A (1923)",Drama,,[],[],,1923.0,,,False,Drama
3643,22994.0,36824,"Fighting Seabees, The (1944)",Action|Drama|War,,[],[],,1944.0,,,False,Action Drama War
3646,9600.0,208003,Big Momma's House (2000),Comedy,"When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.","['绝地奶霸', '卧底肥妈', 'big爆任务', '超级妈妈']","['Martin Lawrence', 'Nia Long', 'Paul Giamatti']",Raja Gosnell,2000.0,5.6,506.0,True,Comedy 绝地奶霸 卧底肥妈 big爆任务 超级妈妈 MartinLawrence NiaLong PaulGiamatti RajaGosnell
3648,38006.0,50095,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horror|Sci-Fi,,[],[],,1957.0,,,False,Horror SciFi
3649,2768.0,80365,American Gigolo (1980),Drama,,[],[],,1980.0,,,False,Drama
3652,24920.0,81318,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",Horror,,[],[],,1980.0,,,False,Horror
3653,21.0,60371,"Endless Summer, The (1966)",Documentary,,[],[],,1966.0,,,False,Documentary
3654,10911.0,54953,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War,,[],[],,1961.0,,,False,Action Adventure Drama War
3655,10102.0,70130,Blow-Out (La grande bouffe) (1973),Drama,,[],[],,1973.0,,,False,Drama
3658,26912.0,62168,Quatermass and the Pit (1967),Horror|Sci-Fi,,[],[],,1967.0,,,False,Horror SciFi
3660,26953.0,98143,Puppet Master (1989),Horror|Sci-Fi|Thriller,,[],[],,1989.0,,,False,Horror SciFi Thriller
3661,26954.0,100438,Puppet Master II (1991),Horror|Sci-Fi|Thriller,,[],[],,1991.0,,,False,Horror SciFi Thriller
3662,26956.0,102728,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,,[],[],,1991.0,,,False,Horror SciFi Thriller
3663,26957.0,107899,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,,[],[],,1993.0,,,False,Horror SciFi Thriller
3664,26958.0,110916,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,,[],[],,1994.0,,,False,Horror SciFi Thriller
3667,80287.0,95977,Rent-A-Cop (1988),Action|Comedy|Crime,,[],[],,1988.0,,,False,Action Comedy Crime
3668,6003.0,63518,Romeo and Juliet (1968),Drama|Romance,,[],[],,1968.0,,,False,Drama Romance
3669,23939.0,105466,Stay Tuned (1992),Comedy,,[],[],,1992.0,,,False,Comedy
3671,11072.0,71230,Blazing Saddles (1974),Comedy|Western,"A town – where everyone seems to be named Johnson – is in the way of the railroad and, in order to grab their land, Hedley Lemar, a politically connected nasty person, sends in his henchmen to make the town unlivable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.","['gun', 'saloon', 'governor', 'marching band', 'comedy', 'western', 'spoof', 'interrupted hanging', 'railroad', 'cowboy', 'western town', 'western spoof', 'ceremony', 'frontier town', 'looking at the camera', 'saloon girl', 'movie reality crossover', 'nietzsche', 'coot', 'self-referential', 'female singer', 'anarchic comedy']","['Cleavon Little', 'Gene Wilder', 'Harvey Korman']",Mel Brooks,1974.0,7.2,609.0,True,Comedy Western gun saloon governor marchingband comedy western spoof interruptedhanging railroad cowboy westerntown westernspoof ceremony frontiertown lookingatthecamera saloongirl movierealitycrossover nietzsche coot self-referential femalesinger anarchiccomedy CleavonLittle GeneWilder HarveyKorman MelBrooks
3672,23069.0,71206,Benji (1974),Adventure|Children,A stray dog saves two kidnapped children.,"['hostage', 'affection', 'rescue', 'dog', 'animal actor', 'benji']","['Patsy Garrett', 'Allen Fiuzat', 'Cynthia Smith']",Joe Camp,1974.0,6.1,35.0,True,Adventure Children hostage affection rescue dog animalactor benji PatsyGarrett AllenFiuzat CynthiaSmith JoeCamp
3673,21299.0,92638,Benji the Hunted (1987),Adventure|Children,,[],[],,1987.0,,,False,Adventure Children
3674,38802.0,76044,For the Love of Benji (1977),Adventure|Children|Comedy|Drama,,[],[],,1977.0,,,False,Adventure Children Comedy Drama
3675,13368.0,47673,White Christmas (1954),Comedy|Musical|Romance,,[],[],,1954.0,,,False,Comedy Musical Romance
3676,985.0,74486,Eraserhead (1977),Drama|Horror,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.","['baby', 'mutant', 'claustrophobia', 'nightmare', 'parents-in-law', 'pencil', 'eraser', 'surrealism', 'independent film', 'torture', 'parallel world', 'cool hair']","['Jack Nance', 'Charlotte Stewart', 'Allen Joseph']",David Lynch,1977.0,7.5,485.0,True,Drama Horror baby mutant claustrophobia nightmare parents-in-law pencil eraser surrealism independentfilm torture parallelworld coolhair JackNance CharlotteStewart AllenJoseph DavidLynch
3677,14002.0,103767,Baraka (1992),Documentary,,[],[],,1992.0,,,False,Documentary
3678,541.0,48347,"Man with the Golden Arm, The (1955)",Drama,,[],[],,1955.0,,,False,Drama
3679,21137.0,82252,"Decline of Western Civilization, The (1981)",Documentary|Musical,,[],[],,1981.0,,,False,Documentary Musical
3680,36724.0,94980,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,,[],[],,1988.0,,,False,Documentary
3681,938.0,59578,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western,,[],[],,1965.0,,,False,Action Drama Thriller Western
3682,10648.0,70355,Magnum Force (1973),Action|Crime|Drama|Thriller,,[],[],,1973.0,,,False,Action Crime Drama Thriller
3683,11368.0,86979,Blood Simple (1984),Crime|Drama|Film-Noir,,[],[],,1984.0,,,False,Crime Drama FilmNoir
3684,10875.0,97322,"Fabulous Baker Boys, The (1989)",Drama|Romance,,[],[],,1989.0,,,False,Drama Romance
